parameter_id,parameter_name,material_or_system,value,status,unit,source_title,source_url_or_doi,evidence_type,notes
P082,ordered_bed_coordination_porosity_contact_radius,SC/BCC/FCC graphite pebble-bed models,"SC: Nc=6 eps=47.6% gamma=10/5/3.5%; BCC: Nc=8 eps=32.0% gamma=10/5/3.5%; FCC: Nc=12 eps=25.9% gamma=10/5/3.5%",extracted,mixed,An explicit expression of empirical parameter in ZBS model for predicting pebble bed effective thermal conductivity,local_pdf:logs/pdf_text/structure_closure/An-explicit-expression-of-empirical-parameter-in-ZBS-mod_2021_Nuclear-Engine.txt,numerical_model,"Table 1 geometric models for ordered packed beds; useful for operator screening only."
P083,random_bed_coordination_porosity_contact_radius,random graphite pebble-bed model,"Nc=5.50; eps=0.37; gamma=10/5/3.5%",extracted,mixed,An explicit expression of empirical parameter in ZBS model for predicting pebble bed effective thermal conductivity,local_pdf:logs/pdf_text/structure_closure/An-explicit-expression-of-empirical-parameter-in-ZBS-mod_2021_Nuclear-Engine.txt,numerical_model,"Table 4 random-bed geometric models after extracting a representative section to eliminate wall effect; use as screening context, not direct Li4SiO4/HCCB structure input."
P084,hccb_blake_kozeny_macdonald_permeability,Chinese HCCB TBM Li4SiO4 packed bed,"kappa_eff=epsilon^3*dp^2/(180*(1-epsilon)^2)",extracted,m2,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,correlation_model,"Eq. (13) conventional permeability correlation; paper states it predicts effective permeability well and was not modified."
P085,hccb_chiew_glandt_keff_correlation,Chinese HCCB TBM Li4SiO4 packed bed,"lambda_eff_CG=(1+beta*(1-epsilon)+(((2*beta^3-0.1*beta)*(1-epsilon)^2+0.05*(1-epsilon)^3*exp(4.5*beta))/(1-beta*(1-epsilon))))*lambda_f; beta=(lambda_s-lambda_f)/(lambda_s+2*lambda_f)",extracted,W/m/K,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_formula_pages/page_07.png,correlation_model,"PDF-verified Eq. (14)-(15) baseline effective thermal-conductivity correlation."
P086,hccb_millington_quirk_diffusivity,Chinese HCCB TBM Li4SiO4 packed bed,"D_eff_MQ=epsilon^(4/3)*D",extracted,m2/s,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,correlation_model,"Eq. (16) conventional effective diffusivity correlation."
P087,hccb_modified_keff_correlation,Chinese HCCB TBM Li4SiO4 packed bed,"lambda_eff=1.24*lambda_eff_CG^1.31 - 0.0011",extracted,W/m/K,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,modified_correlation,"Eq. (27) fitted from multi-physics inversion strategy. The source reports 90% of modified keff values within +/-5% of inversion-strategy results."
P088,hccb_modified_diffusivity_correlation,Chinese HCCB TBM Li4SiO4 packed bed,"D_eff=1.02*D_eff_MQ^0.97 - 6.87e-6",extracted,m2/s,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,modified_correlation,"Eq. (28) fitted from multi-physics inversion strategy. The source reports 95% of modified diffusivity values within +/-10% of inversion-strategy results."
P089,hccb_ipso_initialization_parameters,Chinese HCCB TBM Li4SiO4 packed bed,"swarm N=20; inertia omega=0.8; acceleration alpha1=alpha2=0.5; iterations=100",extracted,algorithm_hyperparameters,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,inversion_algorithm,"Table 4 initialized IPSO parameters; algorithm hyperparameters are not physical material parameters."
P090,hccb_inversion_decision_variable_bounds,Chinese HCCB TBM Li4SiO4 packed bed,"kappa_eff=1e-12 to 1e-8; lambda_eff=1e-3 to 1e1; D_eff=1e-6 to 1e-2",extracted,mixed,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_formula_pages/page_07.png,inversion_bounds,"PDF-verified Eq. (21) decision-variable bounds for permeability, effective thermal conductivity and effective diffusivity."
P091,hccb_modified_correlation_validation_envelope,Chinese HCCB TBM Li4SiO4 packed bed,"u_in=0.05-0.25 m/s; T_in=300-900 K; max deviations pressure<=2.5%, temperature<=0.6%, concentration<=10%",extracted,validation_envelope,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_tbm_macroscopic_transport_2024.clean.txt,validation_metric,"Modified macroscopic-transport correlations evaluated against pore-scale benchmark over the stated inlet velocity and temperature range."
P092,hccb_li4sio4_solid_thermal_conductivity,Chinese HCCB TBM Li4SiO4 particle,1.42,extracted,W/m/K,Macroscopic transport characteristics in packed bed with a multi-physics inversion strategy for solid breeding blanket of HCCB TBM,local_pdf:logs/pdf_text/hccb_formula_pages/page_05.png,material_property,"Table 2 Li4SiO4 particle thermal conductivity lambda_s used in the HCCB macroscopic transport paper."
P093,tritium_breeder_mono_periodic_average_porosity,tritium breeder mono-sized pebble bed,0.3819 +/- 0.0008,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Mono-sized 1 mm DEM pebble bed with periodic boundary; article reports average porosity 0.3819 +/- 0.0008."
P094,tritium_breeder_mono_fixed_wall_average_porosity,tritium breeder mono-sized pebble bed,0.3981 +/- 0.0007,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Mono-sized 1 mm DEM pebble bed with fixed side wall; article reports average porosity 0.3981 +/- 0.0007."
P095,tritium_breeder_wall_adjacent_max_porosity,tritium breeder fixed-wall pebble bed,about 1,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Near the fixed wall, maximum local porosity is about 1 because pebbles are almost in point contact with the fixed wall."
P096,tritium_breeder_wall_effect_min_porosity,tritium breeder fixed-wall pebble bed,about 0.25 at 0.5d,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Minimum local porosity about 0.25 occurs when distance from wall is about 0.5 pebble diameter."
P097,tritium_breeder_mono_wall_effect_region,tritium breeder mono-sized fixed-wall pebble bed,about 5d,extracted,pebble_diameter,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Mono-sized wall-effect porosity oscillation/damping is limited to about 5 pebble diameters from the wall; beyond 5d porosity tends to the inner-region average."
P098,tritium_breeder_mono_fixed_wall_inner_porosity,tritium breeder mono-sized fixed-wall pebble bed,0.3826 +/- 0.0006,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Average porosity in the inner region of the mono-sized random packed bed with fixed wall is reported as 0.3826 +/- 0.0006."
P099,tritium_breeder_normal_size_dispersion_sigma_range,tritium breeder poly-disperse pebble bed,0 to 0.3,extracted,mm,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Discrete normal pebble diameter distribution uses average diameter 1 mm and standard deviation sigma varying from 0 to 0.3."
P100,tritium_breeder_periodic_porosity_vs_normal_sigma,tritium breeder poly-disperse periodic pebble bed,0.3819 to 0.3651,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"For normal size distribution with periodic boundary, average porosity decreases from 0.3819 +/- 0.0008 at sigma=0 to 0.3651 +/- 0.0007 at sigma=0.3."
P101,tritium_breeder_uniform_size_difference_range,tritium breeder poly-disperse pebble bed,0 to 0.5,extracted,mm,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Discrete uniform pebble size distribution uses diameter difference Delta d from 0 to 0.5 mm around average diameter 1 mm."
P102,tritium_breeder_fixed_wall_uniform_delta_porosity_range,tritium breeder fixed-wall poly-disperse pebble bed,0.3977 to 0.3849,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"For uniform size distribution with fixed wall, average porosity decreases from 0.3977 +/- 0.0007 at Delta d=0.05 to 0.3849 +/- 0.0006 at Delta d=0.5."
P103,tritium_breeder_wall_effect_region_poly_disperse,tritium breeder poly-disperse fixed-wall pebble bed,about 4.5-5d to about 2d,extracted,pebble_diameter,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Wall-effect region decreases with increasing pebble size dispersion: normal distribution sigma 0 or 0.04 is about 4.5-5d; at sigma 0.3 about 2d; uniform distribution Delta d=0.5 also about 2d."
P104,tritium_breeder_mono_coordination_fixed_vs_periodic,tritium breeder mono-sized pebble bed,6.3216 fixed wall; 6.6176 periodic,extracted,dimensionless,Effect of Pebble Size Distribution and Wall Effect on Inner Packing Structure and Contact Force Distribution in Tritium Breeder Pebble Bed,https://doi.org/10.3390/en14020449,DEM_packing_structure,"Average coordination number of mono-sized pebble bed with fixed wall is 6.3216 and with periodic boundary is 6.6176."
P105,unitary_pebble_bed_pressure_drop_aw_bw,unitary purge-gas pebble bed,"DeltaP/L=Aw*(1-eps)^2/(eps^3*dp^2)*mu*u + Bw*(1-eps)/(eps^3*dp)*rho*u^2; Aw=72/eps^0.91; Bw=1.95",extracted,pressure_drop_correlation,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,experimental_fit,"Eq. (2), Eq. (10) and conclusions for unitary pebble beds; helium purge-flow experiments include Li2TiO3 T0/T1 and other mono-sized beds. Use as a pressure-drop/inertial-resistance candidate for mono-sized breeder-bed solver decks, not as Li4SiO4-specific validation."
P106,binary_pebble_bed_pressure_drop_aw_bw,binary purge-gas pebble bed,"DeltaP/L=Aw*(1-eps)^2/(eps^3*Deq^2)*mu*u + Bw*(1-eps)/(eps^3*Deq)*rho*u^2; Aw=72/eps^(2*(0.455+(0.107-0.16*(D/d)^(1/3))*XD)); Bw=2.6-0.6/(D/d); 1<=D/d<=10; 0.1<=XD<=0.7",extracted,pressure_drop_correlation,Measurement of pressure drop of purge gas flow in unitary and binary pebble beds,https://doi.org/10.1016/j.fusengdes.2024.114434,experimental_fit,"Eq. (11)-Eq. (14) and conclusions for binary WCCB-relevant pebble beds; use only when a binary mixture with diameter ratio and large-particle volume fraction is explicitly modeled."
P107,hydrogen_isotope_helium_binary_diffusion_candidate,helium purge gas with hydrogen isotopes,,to_extract,m2/s,Binary diffusion coefficients of helium/hydrogen isotope mixtures,https://doi.org/10.1063/1.470373,experimental_transport_candidate,"Candidate source for H/D/T isotope binary diffusion in helium. Values, temperature and pressure scaling must be extracted from the paper before any physical RTD or HT/T2 tracer run; do not use for HTO without separate species justification."
P108,gas_phase_diffusion_compilation_helium_candidate,helium bath gas trace species,,to_extract,m2/s,Self-Diffusion and Binary-Diffusion Coefficients in Gases,https://nvlpubs.nist.gov/nistpubs/TechnicalNotes/NIST.TN.2279.pdf,evaluated_transport_candidate,"NIST TN 2279 compiles evaluated 298.15 K gas diffusion coefficients and temperature expressions for many gases, including some helium bath-gas pairs. Must inspect table coverage before using for H2O/HTO or inert tracer surrogate."
P109,packed_bed_fluid_dispersion_correlation_candidate,packed bed axial dispersion,,to_extract,dimensionless_or_m2/s,Effect of fluid dispersion coefficients on particle-to-fluid mass transfer coefficients in packed beds,https://doi.org/10.1016/0009-2509(78)85120-3,packed_bed_dispersion_candidate,"Candidate source for packed-bed fluid dispersion correlations. Must extract applicable Peclet/Re/Sc range and distinguish molecular diffusion from effective axial dispersion before upgrading APD005 tracer smoke to physical RTD validation."
P110,h2_helium_binary_diffusion_gc_review,H2 in helium carrier gas,"D_AB=1.132 cm2/s at T=289.0 K and p=1 atm; precision=3.4%; accuracy=20%",screening_only_extracted,cm2/s,Determination of diffusion coefficients by gas chromatography,https://doi.org/10.1016/j.chroma.2004.01.015,review_table_screening,"Table 3 value for H2-He from gas-chromatography broadening measurements, surfaced through publisher/PubMed metadata plus indexed table text. Use only as a protium/H2 screening surrogate until the original table is locally verified; not an HT, T2 or HTO parameter."
P111,packed_pebble_bed_gas_axial_dispersion_screening,packed pebble-bed gas axial dispersion,"ADM: dC/dtheta = (1/Pe_D)d2C/dZ2 - dC/dZ; Pe_D=Vg*dp/(epsilon_b*Dax); Pe_M=Vg*dp/(epsilon_b*D_AB)=Re_p*Sc; Gunn screening correlation: 1/Pe_D=(1/tau)(1/Pe_M)+1/2; Lanfrey tortuosity tau=epsilon_b/(1-(1-epsilon_b)^(4/3)); pebble test Vg=0.01-2.0 m/s, dp=1.25-5.0 cm, air with He tracer",screening_only_extracted,dimensionless,Axial dispersion and mixing phenomena of the gas phase in a packed pebble-bed reactor,https://doi.org/10.1016/j.anucene.2015.10.038,packed_bed_rtd_screening,"Abdulmohsin and Al-Dahhan use an ADM fitted to gas-tracer RTD in a cold-flow packed pebble-bed nuclear-reactor surrogate and compare Gunn, Edwards-Richardson, and Guedes-Delgado correlations; Gunn gives about 2.2% AARE for their data. This is a pebble-bed gas RTD screening relation, not a final APD005 HT/HTO-in-He physical RTD parameter because the experiment used He tracer in air and much larger pebbles than ceramic breeder beds."
